"rgn_id","level","georgn_id"
1,"r2",53
2,"r2",53
3,"r2",53
4,"r2",53
5,"r2",54
6,"r2",54
7,"r2",54
8,"r2",57
9,"r2",57
10,"r2",57
11,"r2",57
12,"r2",57
13,"r2",57
14,"r2",30
15,"r2",35
16,"r2",53
17,"r2",54
18,"r2",54
19,"r2",61
20,"r2",30
21,"r2",30
24,"r2",35
25,"r2",35
26,"r2",35
28,"r2",14
29,"r2",14
30,"r2",14
31,"r2",14
32,"r2",14
33,"r2",14
34,"r2",14
35,"r2",14
36,"r2",14
37,"r2",14
38,"r2",34
39,"r2",34
40,"r2",34
41,"r2",14
42,"r2",14
43,"r2",14
44,"r2",14
45,"r2",14
46,"r2",14
47,"r2",145
48,"r2",145
49,"r2",15
50,"r2",145
51,"r2",145
52,"r2",145
53,"r2",34
54,"r2",145
55,"r2",39
56,"r2",11
57,"r2",39
58,"r2",39
59,"r2",155
60,"r2",39
61,"r2",15
62,"r2",15
63,"r2",15
64,"r2",11
65,"r2",11
66,"r2",11
67,"r2",15
68,"r2",39
69,"r2",154
70,"r2",154
71,"r2",151
72,"r2",151
73,"r2",151
74,"r2",145
75,"r2",151
76,"r2",145
77,"r2",145
78,"r2",145
79,"r2",145
80,"r2",39
81,"r2",145
82,"r2",39
84,"r2",15
85,"r2",154
86,"r2",154
88,"r2",154
89,"r2",999
90,"r2",999
91,"r2",999
92,"r2",999
93,"r2",999
94,"r2",999
95,"r2",154
96,"r2",11
97,"r2",11
98,"r2",11
99,"r2",11
100,"r2",17
101,"r2",18
102,"r2",18
103,"r2",17
104,"r2",17
105,"r2",999
106,"r2",11
107,"r2",13
108,"r2",29
110,"r2",29
111,"r2",29
112,"r2",29
113,"r2",29
114,"r2",29
115,"r2",29
116,"r2",29
117,"r2",29
118,"r2",29
119,"r2",29
120,"r2",29
121,"r2",29
122,"r2",29
123,"r2",29
124,"r2",29
125,"r2",29
126,"r2",29
127,"r2",29
129,"r2",13
130,"r2",13
131,"r2",13
132,"r2",5
133,"r2",13
134,"r2",13
135,"r2",13
136,"r2",13
137,"r2",5
138,"r2",5
139,"r2",5
140,"r2",29
141,"r2",154
143,"r2",154
144,"r2",154
145,"r2",154
146,"r2",61
147,"r2",61
148,"r2",57
149,"r2",57
150,"r2",57
151,"r2",61
152,"r2",61
153,"r2",61
154,"r2",61
155,"r2",61
156,"r2",61
157,"r2",57
158,"r2",57
159,"r2",57
161,"r2",61
162,"r2",53
163,"r2",21
164,"r2",13
166,"r2",29
167,"r2",5
168,"r2",5
169,"r2",5
171,"r2",5
172,"r2",5
173,"r2",5
174,"r2",154
175,"r2",154
176,"r2",155
177,"r2",155
178,"r2",151
179,"r2",155
180,"r2",154
181,"r2",154
182,"r2",39
183,"r2",39
184,"r2",39
185,"r2",155
186,"r2",39
187,"r2",39
188,"r2",39
189,"r2",154
190,"r2",145
191,"r2",34
192,"r2",145
193,"r2",11
194,"r2",11
195,"r2",11
196,"r2",11
197,"r2",17
198,"r2",17
199,"r2",17
200,"r2",17
202,"r2",14
203,"r2",34
204,"r2",34
205,"r2",35
206,"r2",35
207,"r2",35
208,"r2",35
209,"r2",30
210,"r2",30
212,"r2",57
214,"r2",15
215,"r2",145
216,"r2",35
218,"r2",21
219,"r2",21
220,"r2",29
221,"r2",29
222,"r2",154
223,"r2",154
224,"r2",5
227,"r2",154
228,"r2",154
231,"r2",35
232,"r2",39
237,"r2",35
244,"r2",29
245,"r2",29
247,"r2",35
248,"r2",29
249,"r2",29
250,"r2",29
1,"r1",9
2,"r1",9
3,"r1",9
4,"r1",9
5,"r1",9
6,"r1",9
7,"r1",9
8,"r1",9
9,"r1",9
10,"r1",9
11,"r1",9
12,"r1",9
13,"r1",9
14,"r1",142
15,"r1",142
16,"r1",9
17,"r1",9
18,"r1",9
19,"r1",9
20,"r1",142
21,"r1",142
24,"r1",142
25,"r1",142
26,"r1",142
28,"r1",2
29,"r1",2
30,"r1",2
31,"r1",2
32,"r1",2
33,"r1",2
34,"r1",2
35,"r1",2
36,"r1",2
37,"r1",2
38,"r1",142
39,"r1",142
40,"r1",142
41,"r1",2
42,"r1",2
43,"r1",2
44,"r1",2
45,"r1",2
46,"r1",2
47,"r1",142
48,"r1",142
49,"r1",2
50,"r1",142
51,"r1",142
52,"r1",142
53,"r1",142
54,"r1",142
55,"r1",150
56,"r1",2
57,"r1",150
58,"r1",150
59,"r1",150
60,"r1",150
61,"r1",2
62,"r1",2
63,"r1",2
64,"r1",2
65,"r1",2
66,"r1",2
67,"r1",2
68,"r1",150
69,"r1",150
70,"r1",150
71,"r1",150
72,"r1",150
73,"r1",150
74,"r1",142
75,"r1",150
76,"r1",142
77,"r1",142
78,"r1",142
79,"r1",142
80,"r1",150
81,"r1",142
82,"r1",150
84,"r1",2
85,"r1",150
86,"r1",150
88,"r1",150
89,"r1",999
90,"r1",999
91,"r1",999
92,"r1",999
93,"r1",999
94,"r1",999
95,"r1",150
96,"r1",2
97,"r1",2
98,"r1",2
99,"r1",2
100,"r1",2
101,"r1",2
102,"r1",2
103,"r1",2
104,"r1",2
105,"r1",999
106,"r1",2
107,"r1",419
108,"r1",419
110,"r1",419
111,"r1",419
112,"r1",419
113,"r1",419
114,"r1",419
115,"r1",419
116,"r1",419
117,"r1",419
118,"r1",419
119,"r1",419
120,"r1",419
121,"r1",419
122,"r1",419
123,"r1",419
124,"r1",419
125,"r1",419
126,"r1",419
127,"r1",419
129,"r1",419
130,"r1",419
131,"r1",419
132,"r1",419
133,"r1",419
134,"r1",419
135,"r1",419
136,"r1",419
137,"r1",419
138,"r1",419
139,"r1",419
140,"r1",419
141,"r1",150
143,"r1",150
144,"r1",150
145,"r1",150
146,"r1",9
147,"r1",9
148,"r1",9
149,"r1",9
150,"r1",9
151,"r1",9
152,"r1",9
153,"r1",9
154,"r1",9
155,"r1",9
156,"r1",9
157,"r1",9
158,"r1",9
159,"r1",9
161,"r1",9
162,"r1",9
163,"r1",19
164,"r1",419
166,"r1",419
167,"r1",419
168,"r1",419
169,"r1",419
171,"r1",419
172,"r1",419
173,"r1",419
174,"r1",150
175,"r1",150
176,"r1",150
177,"r1",150
178,"r1",150
179,"r1",150
180,"r1",150
181,"r1",150
182,"r1",150
183,"r1",150
184,"r1",150
185,"r1",150
186,"r1",150
187,"r1",150
188,"r1",150
189,"r1",150
190,"r1",142
191,"r1",142
192,"r1",142
193,"r1",2
194,"r1",2
195,"r1",2
196,"r1",2
197,"r1",2
198,"r1",2
199,"r1",2
200,"r1",2
202,"r1",2
203,"r1",142
204,"r1",142
205,"r1",142
206,"r1",142
207,"r1",142
208,"r1",142
209,"r1",142
210,"r1",142
212,"r1",9
214,"r1",2
215,"r1",142
216,"r1",142
218,"r1",19
219,"r1",19
220,"r1",419
221,"r1",419
222,"r1",150
223,"r1",150
224,"r1",419
227,"r1",150
228,"r1",150
231,"r1",142
232,"r1",150
237,"r1",142
244,"r1",419
245,"r1",419
247,"r1",142
248,"r1",419
249,"r1",419
250,"r1",419
1,"r0",1
2,"r0",1
3,"r0",1
4,"r0",1
5,"r0",1
6,"r0",1
7,"r0",1
8,"r0",1
9,"r0",1
10,"r0",1
11,"r0",1
12,"r0",1
13,"r0",1
14,"r0",1
15,"r0",1
16,"r0",1
17,"r0",1
18,"r0",1
19,"r0",1
20,"r0",1
21,"r0",1
24,"r0",1
25,"r0",1
26,"r0",1
28,"r0",1
29,"r0",1
30,"r0",1
31,"r0",1
32,"r0",1
33,"r0",1
34,"r0",1
35,"r0",1
36,"r0",1
37,"r0",1
38,"r0",1
39,"r0",1
40,"r0",1
41,"r0",1
42,"r0",1
43,"r0",1
44,"r0",1
45,"r0",1
46,"r0",1
47,"r0",1
48,"r0",1
49,"r0",1
50,"r0",1
51,"r0",1
52,"r0",1
53,"r0",1
54,"r0",1
55,"r0",1
56,"r0",1
57,"r0",1
58,"r0",1
59,"r0",1
60,"r0",1
61,"r0",1
62,"r0",1
63,"r0",1
64,"r0",1
65,"r0",1
66,"r0",1
67,"r0",1
68,"r0",1
69,"r0",1
70,"r0",1
71,"r0",1
72,"r0",1
73,"r0",1
74,"r0",1
75,"r0",1
76,"r0",1
77,"r0",1
78,"r0",1
79,"r0",1
80,"r0",1
81,"r0",1
82,"r0",1
84,"r0",1
85,"r0",1
86,"r0",1
88,"r0",1
89,"r0",1
90,"r0",1
91,"r0",1
92,"r0",1
93,"r0",1
94,"r0",1
95,"r0",1
96,"r0",1
97,"r0",1
98,"r0",1
99,"r0",1
100,"r0",1
101,"r0",1
102,"r0",1
103,"r0",1
104,"r0",1
105,"r0",1
106,"r0",1
107,"r0",1
108,"r0",1
110,"r0",1
111,"r0",1
112,"r0",1
113,"r0",1
114,"r0",1
115,"r0",1
116,"r0",1
117,"r0",1
118,"r0",1
119,"r0",1
120,"r0",1
121,"r0",1
122,"r0",1
123,"r0",1
124,"r0",1
125,"r0",1
126,"r0",1
127,"r0",1
129,"r0",1
130,"r0",1
131,"r0",1
132,"r0",1
133,"r0",1
134,"r0",1
135,"r0",1
136,"r0",1
137,"r0",1
138,"r0",1
139,"r0",1
140,"r0",1
141,"r0",1
143,"r0",1
144,"r0",1
145,"r0",1
146,"r0",1
147,"r0",1
148,"r0",1
149,"r0",1
150,"r0",1
151,"r0",1
152,"r0",1
153,"r0",1
154,"r0",1
155,"r0",1
156,"r0",1
157,"r0",1
158,"r0",1
159,"r0",1
161,"r0",1
162,"r0",1
163,"r0",1
164,"r0",1
166,"r0",1
167,"r0",1
168,"r0",1
169,"r0",1
171,"r0",1
172,"r0",1
173,"r0",1
174,"r0",1
175,"r0",1
176,"r0",1
177,"r0",1
178,"r0",1
179,"r0",1
180,"r0",1
181,"r0",1
182,"r0",1
183,"r0",1
184,"r0",1
185,"r0",1
186,"r0",1
187,"r0",1
188,"r0",1
189,"r0",1
190,"r0",1
191,"r0",1
192,"r0",1
193,"r0",1
194,"r0",1
195,"r0",1
196,"r0",1
197,"r0",1
198,"r0",1
199,"r0",1
200,"r0",1
202,"r0",1
203,"r0",1
204,"r0",1
205,"r0",1
206,"r0",1
207,"r0",1
208,"r0",1
209,"r0",1
210,"r0",1
212,"r0",1
214,"r0",1
215,"r0",1
216,"r0",1
218,"r0",1
219,"r0",1
220,"r0",1
221,"r0",1
222,"r0",1
223,"r0",1
224,"r0",1
227,"r0",1
228,"r0",1
231,"r0",1
232,"r0",1
237,"r0",1
244,"r0",1
245,"r0",1
247,"r0",1
248,"r0",1
249,"r0",1
250,"r0",1
