"cntry_key","sector","value"
"ABW","cf",786.8868
"ABW","mar",7.9297878663
"ABW","tour",29700
"AGO","cf",48035.848
"AGO","tour",7472.28929676
"AIA","cf",498.33
"AIA","tour",4000
"ALB","cf",3986.64
"ALB","mar",168.03541075341
"ALB","tour",74564.9966688
"ANT","mmw",0
"ANT","tour",17600
"ARE","cf",19367.1604
"ARE","mar",75.6
"ARE","tour",70552.0301819
"ARG","cf",12050.094
"ARG","mmw",126.39
"ARG","tour",110777.545539
"ASM","cf",97.3721
"ASM","mar",1.045911978284
"ASM","mmw",0
"ATA","mmw",5
"ATG","cf",1060.3355
"ATG","mar",0.543245535888
"ATG","mmw",0
"ATG","tour",17500
"AUS","cf",6053.523
"AUS","mar",0
"AUS","tour",196307.180307
"Azores","mmw",11
"BEL","cf",1028.3
"BEL","tour",59596.7543386
"BEN","cf",98629.79
"BEN","mmw",0
"BEN","tour",3000.91947917
"BGD","cf",1454038.2689
"BGD","mmw",0
"BGD","tour",615960.771724
"BGR","tour",63227.1596006
"BHR","cf",8737.7024
"BHR","mar",43.2
"BHR","mmw",0
"BHR","tour",58100
"BHS","mmw",1.915
"BHS","tour",88500
"BIH","tour",10327.3156993
"BLZ","cf",3601.423
"BLZ","mmw",0
"BLZ","tour",18538.3311951
"BMU","cf",303.744
"BMU","mmw",0
"BMU","tour",7400
"BRA","mmw",225.97
"BRA","tour",330978.911177
"BRB","cf",3550.4035
"BRB","tour",59000
"BRN","cf",436.632
"BRN","mar",66.062323737
"BRN","tour",8683.68326295
"CAN","cf",37880.4363
"CAN","tour",332943.422695
"CAN","wte",8.695
"Canary Islands","mmw",943
"CHL","cf",78952.874
"CHL","mmw",5.745
"CHL","tour",240057.233924
"CHN","cf",2960287.442
"CHN","mar",4197029.310143
"CHN","mmw",0
"CHN","tour",2067526.17273
"CIV","cf",4602.038
"CIV","tour",11112.5301591
"CMR","cf",32905.6
"CMR","tour",8621.67356399
"COD","cf",86851.8
"COD","mar",0
"COD","tour",307.29763087
"COG","cf",18746.7
"COG","tour",324.944271344
"COK","cf",104.8075
"COK","mmw",13.405
"COL","mmw",0
"COL","tour",76082.0820738
"COM","cf",8948.4248
"COM","tour",9700
"CPV","cf",7914.746
"CPV","tour",25400
"CRI","mmw",1.915
"CRI","tour",172247.802348
"CUB","cf",8095.094
"CUB","mar",1343.7210720615
"CUB","tour",501335.04047
"CYM","tour",6100
"CYP","cf",1464.932
"CYP","mar",435.94551324
"CYP","mmw",0
"CYP","tour",84938.1212264
"DEU","cf",3181.402
"DEU","mmw",0
"DEU","tour",238483.556131
"DMA","cf",1058.4371
"DMA","mmw",3.83
"DMA","tour",8300
"DNK","cf",5511.5298
"DNK","mar",189.884593116
"DNK","mmw",0
"DNK","tour",373813.04663
"DOM","cf",16631.9615
"DOM","mmw",21.065
"DOM","tour",421149.479794
"DZA","tour",11483.2505449
"ECU","cf",17196.34
"ECU","mar",69378.36676854
"ECU","mmw",15.32
"ECU","tour",42681.329861
"EGY","cf",195598.9546
"EGY","mar",56792.20171579
"EGY","mmw",17.235
"EGY","tour",353053.056277
"ERI","mmw",0
"ESP","cf",70407.1473
"ESP","mar",18033.0450903
"ESP","mmw",55.535
"ESP","tour",580181.981197
"EST","cf",9450.5516
"EST","mar",0
"EST","tour",48271.431645
"FIN","cf",2432.4041
"FIN","mar",1830.09183786
"FIN","tour",36668.87183
"FJI","cf",1577.254
"FJI","mmw",0
"FJI","tour",104500
"FLK","cf",1408.4546
"FLK","mar",5.805
"FLK","mmw",0
"FRA","cf",20900.5139
"FRA","mar",24989.0550687
"FRA","mmw",1.915
"FRA","tour",542884.235473
"FRA","wte",109.04
"FSM","mmw",0
"GAB","cf",9794.3993
"GAB","mmw",0
"GAB","tour",1525.08385095
"GBR","cf",19880.9149
"GBR","mar",4129.2711765
"GBR","mmw",268.1
"GBR","tour",1789993.83154
"GEO","mmw",0
"GHA","cf",260414.602
"GHA","mar",0
"GHA","tour",26879.0033979
"GIB","mmw",22
"GIN","tour",6953.01473497
"GLP","cf",1385.2783
"GLP","tour",18300
"GMB","cf",8087.975
"GMB","mmw",1.915
"GMB","tour",22613.5899061
"GNQ","cf",3184.566
"GNQ","mar",0
"GRC","cf",22473.2592
"GRC","mar",9855.6415875
"GRC","mmw",7.66
"GRC","tour",650995.292713
"GRD","cf",3342.766
"GRD","mmw",1.915
"GRD","tour",7900
"GRL","mmw",5.745
"GTM","cf",4171.734
"GTM","mar",2104.022577562
"GTM","mmw",0
"GTM","tour",36723.1974782
"GUF","cf",298.9189
"GUM","cf",1771.5236
"GUM","mar",4.7400000012
"GUM","mmw",296.825
"GUY","cf",10352.608
"GUY","mar",66.39135527627
"GUY","tour",4418.05483649
"HKG","cf",15183.245
"HKG","mar",2796.0314049
"HKG","mmw",239.375
"HKG","tour",342200
"HND","cf",75575.304
"HND","mar",39904.25971945
"HND","mmw",0
"HND","tour",71518.1148857
"HRV","cf",19186.496
"HRV","mmw",0
"HRV","tour",155777.417731
"HTI","tour",90852.4440768
"IDN","cf",3936759.6982
"IDN","mar",1701587.7592453
"IDN","mmw",72.77
"IDN","tour",4186761.00003
"IND","cf",8148031.2004
"IND","mar",819666.3914313
"IND","mmw",3.83
"IND","tour",3067748.63152
"IRL","mmw",390.66
"IRL","tour",94733.8460658
"IRN","cf",223411.622
"IRN","mar",4198.005307864
"IRN","tour",51338.9061848
"IRQ","cf",3581.648
"ISL","cf",4034.1
"ISL","mmw",67.025
"ISL","tour",17223.5961979
"ISR","tour",78796.6519793
"ITA","mmw",11.49
"ITA","tour",1150962.46319
"JAM","cf",22307.3865
"JAM","mmw",0
"JAM","tour",255000
"JOR","cf",688.4073
"JOR","mar",16.834627525231
"JOR","tour",7476.41284607
"JPN","cf",192466.12
"JPN","mmw",181.925
"JPN","tour",3259817.80205
"KEN","cf",89629.9502
"KEN","mar",0
"KEN","mmw",0
"KEN","tour",26334.1890603
"KHM","mar",1501.0452318034
"KHM","tour",124499.751921
"KIR","cf",5796.448
"KIR","tour",3100
"KNA","cf",211.197
"KNA","mmw",0
"KNA","tour",8700
"KOR","cf",2736.86
"KOR","mar",52834.064967
"KOR","tour",830877.725851
"KWT","tour",58404.0694641
"LBN","cf",8946.21
"LBN","mar",0
"LBN","tour",301088.413155
"LBR","cf",6544.734
"LBR","mar",0
"LBY","tour",3618.5117382
"LCA","cf",2242.6432
"LCA","mar",7.546725
"LCA","mmw",0
"LCA","tour",42800
"LKA","cf",134865.5
"LKA","mar",5402.376956123
"LKA","mmw",0
"LKA","tour",354125.00584
"LTU","cf",2575.9706
"LTU","mar",0
"LTU","tour",7234.59401794
"LVA","cf",6448.1529
"LVA","mar",0
"LVA","tour",20256.3349575
"MAR","cf",182119.84
"MAR","mmw",0
"MAR","tour",266768.651409
"MDG","cf",181937.91
"MDG","mar",14130.058914421
"MDG","mmw",7.66
"MDG","tour",91713.6585788
"MDV","cf",23557.562
"MDV","mmw",0
"MDV","tour",55800
"MEX","cf",24721.914
"MEX","mar",431276.9037597
"MEX","mmw",275.76
"MEX","tour",1397783.01082
"MLT","cf",1266.7865
"MLT","mar",202.5
"MLT","tour",39200
"MMR","cf",2200957.5
"MMR","mar",5584.048795501
"MMR","mmw",0
"MMR","tour",116044.054818
"MNE","tour",7244.7021504
"MOZ","mmw",0
"MOZ","tour",55662.24793
"MRT","mmw",0
"MTQ","cf",1433.1338
"MTQ","tour",14700
"MUS","cf",27829.2784
"MUS","mar",1.022114171183
"MUS","mmw",0
"MUS","tour",143600
"MYS","cf",154952.154
"MYS","mar",30500.97216284
"MYS","mmw",0
"MYS","tour",537112.997842
"MYT","cf",3810.247
"MYT","mar",49.325
"MYT","mmw",0
"NAM","mmw",13.405
"NAM","tour",3906.47583727
"NCL","cf",406.574
"NCL","mmw",17.235
"NGA","cf",651545.4344
"NGA","tour",86148.3230496
"NIC","cf",21820.526
"NIC","mar",22689.5
"NIC","mmw",0
"NIC","tour",40658.538443
"NIU","mmw",0
"NLD","cf",5921.426
"NLD","tour",536821.023443
"NOR","cf",21807.7118
"NOR","mar",10205.595
"NOR","mmw",49.79
"NOR","tour",100681.539844
"NZL","cf",2872.121
"NZL","mmw",811.96
"NZL","tour",288494.453209
"OMN","cf",26172.608
"OMN","mmw",7.66
"OMN","tour",18995.9793952
"PAK","cf",316468.8961
"PAK","tour",117800.009602
"PAN","cf",32379.1895
"PAN","mmw",0
"PAN","tour",98931.2492478
"PER","cf",121872.534
"PER","mar",8695.655427179
"PER","mmw",0
"PER","tour",80109.984351
"PHL","cf",579322.072
"PHL","mmw",21.065
"PHL","tour",4419840.55834
"PLW","cf",408.947
"PLW","mmw",0
"PNG","mmw",1.915
"PNG","tour",30880.6326705
"POL","cf",7858.585
"POL","mar",0
"POL","tour",47664.6565975
"PRI","cf",2114.1848
"PRI","mmw",86.175
"PRI","tour",75013.3201494
"PRT","mmw",3.83
"PRT","tour",317180.549891
"PYF","cf",5003.075
"PYF","mar",69.04381608896
"PYF","mmw",21.065
"QAT","cf",6642.818
"QAT","tour",49800
"REU","cf",664.1236
"REU","mmw",0
"REU","tour",20400
"ROU","cf",5782.21
"ROU","mar",0
"ROU","tour",19008.5831237
"RUS","cf",132168.19
"RUS","mar",1.340499935491
"RUS","mmw",0
"RUS","tour",360979.470794
"SAU","cf",19125.589
"SAU","mar",2892.360153613
"SAU","tour",30695.7369442
"SDN","cf",29187.9
"SDN","mar",0
"SDN","tour",1793.37556977
"SEN","cf",90279.994
"SEN","mmw",0
"SEN","tour",24197.5885008
"SGP","cf",272.104
"SGP","mar",329.23110636
"SGP","tour",158800
"SHN","cf",44.0587
"SLB","mmw",1.915
"SLB","tour",3700
"SLE","tour",19087.8697909
"SLV","cf",25169.6991
"SLV","mar",397.3899488639
"SLV","tour",93729.6243995
"SPM","mmw",1
"STP","cf",3145.016
"STP","mmw",0
"STP","tour",3600
"SUR","cf",3107.048
"SUR","mar",20.7165
"SUR","mmw",0
"SUR","tour",1400.37540577
"SVN","cf",241.8878
"SVN","mar",21.6213428169
"SVN","mmw",0
"SVN","tour",18282.8618978
"SWE","cf",2278.08
"SWE","tour",57132.1113922
"SYC","cf",1969.59
"SYC","mar",370.924
"SYC","mmw",0
"SYC","tour",18100
"SYR","cf",12670.238
"SYR","mar",0
"SYR","tour",21305.6665136
"TCA","cf",305.326
"TCA","mmw",1.915
"TGO","cf",16175.95
"TGO","mar",0
"TGO","tour",1730.15721837
"THA","cf",144544.3342
"THA","mar",233477.5526518
"THA","mmw",0
"THA","tour",733149.576953
"TLS","cf",4784.3635
"TON","cf",7604.8322
"TON","mar",211.3083
"TON","mmw",34.47
"TON","tour",3500
"TTO","cf",9160.6501
"TUN","cf",76153.4459
"TUN","mar",147.60918143345
"TUN","tour",114377.17223
"TUR","mmw",0
"TUR","tour",339959.288195
"TUV","cf",63.9128
"TWN","cf",289522.611
"TWN","mar",96731.30463497
"TWN","mmw",53.62
"TWN","tour",383200
"TZA","cf",190358.896
"TZA","mar",5742.643787627
"TZA","mmw",26.81
"TZA","tour",41547.4253778
"UKR","mmw",0
"UKR","tour",160799.251687
"URY","cf",5283.1681
"URY","mar",0
"URY","mmw",0
"URY","tour",20634.3078457
"USA","tour",1591706.48193
"VCT","cf",2895.06
"VCT","mmw",0
"VCT","tour",12300
"VEN","cf",64232.364
"VEN","mar",3497.374566233
"VEN","mmw",0
"VEN","tour",94788.6668826
"VGB","mmw",0
"VGB","tour",9400
"VIR","mar",0
"VIR","mmw",0
"VIR","tour",16600
"VNM","tour",1179169.12959
"VUT","cf",1347.3894
"VUT","tour",24300
"WSM","cf",8788.01
"WSM","mmw",1.915
"YEM","cf",77698.348
"YEM","tour",31274.6144738
"ZAF","cf",16294.6
"ZAF","mmw",921.115
"ZAF","tour",109749.195755
